ref,title,author,lastRunTime,totalVotes,competition,domain,dataDependency,codeDependency,awareness,modularity,configurableOptions,scalability,readability,performance,duplicateCodeElimination
vipin20/titanic-prediction-eda-hyperparameter,titanic prediction EDA +  hyperparameter,Vipin Kumar,2021-05-30 16:48:08.737000,151,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
lvpeiyuan/titaniclvpeiyuan,?????????TitanicLvPeiyuan,Lv Peiyuan,2018-02-19 16:35:18.817000,151,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
adamml/titanic-to-beginner,Titanic to beginner,Muhammad Raafat,2021-02-04 12:53:40.110000,150,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
vbmokin/titanic-top-3-cluster-analysis,Titanic Top 3% : cluster analysis,Vitalii Mokin,2021-01-27 22:32:15.733000,150,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
desalegngeb/a-short-tutorial-in-r-easy-start,A short tutorial in R: Easy Start,A Legacy Grandmaster!,2025-10-14 14:33:23.690000,149,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
sonalisingh1411/survival-forecasting-with-eda-prediction-model,🔥Survival Forecasting with EDA & Prediction Model,🚀Sonali Singh,2022-11-10 20:59:05.507000,148,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
hamelg/intro-to-r-index,Intro to R: Index,Greg Hamel,2020-09-29 02:38:53.810000,148,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
michielkalkman/kaggle-titanic-001,kaggle-titanic-001,Michiel Kalkman,2015-10-27 14:27:06.447000,148,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
subinium/how-to-use-pycaret-with-feature-engineering,How to Use PyCaret🥕 with Feature Engineering🛠,Subin An,2021-05-03 02:26:34.737000,147,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
nareshbhat/eda-within-snap-of-fingers,EDA WITHIN SNAP OF FINGERS!!!,Naresha Bhat,2021-07-24 09:11:18.433000,147,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
simulacra/titanic-with-xgboost,Titanic with XGBoost,Harrison Tietze,2017-12-29 02:26:43.873000,146,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
jiuzhang/titanic-ninechapter,Titanic Ninechapter,jiuzhang,2018-12-01 04:52:26.583000,146,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
abdmental01/embark-on-titanic-a-beginner-s-journey-through-ml,Embark on Titanic A Beginner's Journey through ML,Sheikh Muhammad Abdullah,2024-03-30 17:43:55.740000,145,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
hamelg/intro-to-r-part-6-matrices,Intro to R Part 6: Matrices,Greg Hamel,2019-07-12 13:36:49.323000,145,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
wissams/titanic-competition-step-by-step-using-xgboost,Titanic Competition Step by Step Using XGBoost,Wissam,2023-07-26 19:50:46.990000,144,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
xiefei/01-titanic,01 titanic 泰坦尼克号,xiefei,2022-11-16 00:58:56.263000,144,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
bextuychiev/no-bs-guide-to-hyperparameter-tuning-with-optuna,No BS Guide to Hyperparameter Tuning With Optuna,bexgboost,2021-07-30 16:08:32.323000,144,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
kartushovdanil/mlops-how-to-be-rock-of-ml,⚙️ MLops | How to be Rock of ML ⚙️,Kartushov Danil,2022-07-03 22:15:20.457000,143,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
awwalmalhi/titanic-eda-and-feature-engineering,Titanic EDA  and Feature Engineering,Awwal Malhi,2021-02-11 13:44:39.850000,143,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
annastasy/your-guide-to-data-visualization,⭐ Your Guide to Data Visualization ⭐,Anna Balatska,2025-02-25 20:24:17.460000,141,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
manrunning/catboost-for-titanic-top-7,Catboost for Titanic(top 7%),Guangqiang Lu,2017-07-28 05:12:14.497000,141,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
hadeux/titanic-survivor-predict-eda-lightgbm-kor-eng,Titanic Survivor Predict(EDA+LightGBM)_Kor+Eng,Woo Seung Han,2021-10-20 07:13:10.567000,139,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
karolmc/getting-started-with-titanic,Getting Started With Titanic,Karol Murphy,2021-08-02 16:38:27.927000,139,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
ramsesmdlc/titanic-logistic-regression-model,Titanic - Logistic Regression Model,Ramses Moreno De La Cruz,2023-06-20 04:05:59.877000,137,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
madhurpant/beautiful-titanic-eda-with-ml,Beautiful Titanic EDA with ML,Madhur Pant,2022-06-21 02:40:04.583000,137,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
aldemuro/comparing-ml-algorithms-train-accuracy-90,"Comparing ML algorithms, train ACCURACY > 90%",Aldemuro M.A.Haris,2018-01-11 19:29:50.673000,137,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
arunjangir245/titanic-machine-learning-decisiontreeclassifier,Titanic-Machine learning DecisionTreeClassifier,Arun Jangir,2023-09-05 06:00:45.797000,136,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
mrbisht/plotly-visual-plots-first-notebook,Plotly Visual Plots(First NoteBook),Shubham Bisht,2022-09-10 07:08:39.880000,136,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
surajkumar88/titanic-machine-learning-from-disaster-eda,🚢Titanic : Machine Learning from Disaster(EDA),Suraj Kumar,2020-08-24 13:40:06.460000,136,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
rohan1506/optimizing-pandas-like-a-pro,Optimizing Pandas like a Pro 🤖!!,Rohan,2022-03-10 18:25:49.343000,135,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
kkjira/titanic-with-pycaret,Titanic with PyCaret,Kriengkrai Jirawongaram,2022-01-27 06:55:02.237000,135,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
drbeane/abc-titanic-v01,[ABC] Titanic v01,Robbie Beane,2022-10-18 18:44:33.313000,134,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
saadmuhammad17/a-beginners-guide-to-data-science-top-3,A Beginners Guide to Data Science[Top 3%],Saad Muhammad,2020-09-20 20:09:32.107000,134,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
elcaiseri/titanic-getting-starts-with-kaggle-competitions,Titanic | Getting Starts with Kaggle Competitions,Kassem,2022-03-23 19:23:10.237000,134,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
computervisi/all-best-models,All best models,MLCV,2024-08-23 19:21:14.170000,133,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
rohan1506/pandas-tips-tricks-tutorial,Pandas Tips & Tricks - Tutorial,Rohan,2022-03-14 18:23:37.767000,133,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
michaelmorr/titanic-survival-with-random-forest-classification,Titanic Survival with Random Forest Classification,Michael Morrissey,2018-07-30 05:33:21.320000,133,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
arunjangir245/titanic-machine-learning-logistic-regression,Titanic-Machine learning (Logistic Regression),Arun Jangir,2023-09-25 15:25:49.243000,132,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
guesejustin/91-genetic-algorithms-explained-using-geap,91% Genetic Algorithms explained + Using GEAP,Justin Güse,2019-11-10 13:00:31.650000,132,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
maheshnanavare/titanic-using-pipelined-xgboost-gridsearch,Titanic using Pipelined XGBoost & GridSearch,Mahesh Nanavare,2022-10-19 10:23:52.917000,131,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
aminizahra/titanic-prediction-90-accuracy,Titanic Prediction | 90% Accuracy,Zahra Amini,2022-02-21 21:05:42.087000,131,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
subinium/dark-mode-visualization-apple-version,⚫ Dark Mode Visualization (Apple Version),Subin An,2021-03-29 06:32:36.880000,131,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
josh24990/simple-end-to-end-ml-workflow-top-5-score,Simple end-to-end ML Workflow: Top 5% score,Joshua Reed,2019-01-11 23:00:27.510000,131,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
sishihara/py310-python-kaggle-start-book-ch02-02,[py310] python-kaggle-start-book-ch02_02,u++,2023-05-13 11:25:06.487000,130,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
sagarlokesh/titanic-model-accuracy-82,Titanic Model- (Accuracy=82%) ,Sagar Lokesh,2022-12-28 13:22:12.320000,130,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
aimack/complete-guide-to-feature-scaling,Complete guide to Feature Scaling 🥳,Akash Dey,2021-08-06 01:24:34.523000,130,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
alaasedeeq/predicting-the-survival-of-titanic-top-6,Predicting the Survival of Titanic (Top 6%),Alaa Sedeeq,2021-07-29 05:11:26.780000,130,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
frankmollard/interactive-eda,Interactive EDA 🚢,Frank Mollard,2023-07-20 09:17:29.900000,130,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
nitindatta/first-kaggle-submission,First Kaggle Submission,Nitin Datta,2020-09-28 08:11:37.407000,130,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
scirpus/genetic-programming-lb-0-88,Genetic Programming LB ~ 0.88,Scirpus,2016-02-13 16:56:41.687000,130,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
mysarahmadbhat/types-of-transformations-for-better-distribution,TYPES OF TRANSFORMATIONS FOR BETTER DISTRIBUTION📉,mysar ahmad bhat,2022-10-11 04:44:50.193000,129,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
ccastleberry/titanic-cabin-features,Titanic Cabin Features,CalebCastleberry,2018-02-27 15:41:17.020000,129,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
yaheaal/zinc-titanic,Zinc - Titanic,Yaheaal,2023-11-26 16:39:57.337000,128,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
khashayarrahimi94/votingclassifier-ensemble-with-just-5-feature,VotingClassifier Ensemble with just 5 feature,Khashayar Rahimi,2022-03-29 07:32:23.673000,128,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
javigallego/top-3-fe-tuning-ensembling,Top 3% - FE / Tuning / Ensembling,Francisco Javier Gallego,2022-03-26 22:48:58.493000,128,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
mysarahmadbhat/python-from-zero-to,PYTHON FROM ZERO TO 🦸‍♂️🦸‍♀️🔥,mysar ahmad bhat,2022-01-29 14:59:37.843000,128,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
carlmcbrideellis/overfitting-and-underfitting-the-titanic,Overfitting and underfitting the Titanic,Carl McBride Ellis,2021-06-23 19:02:06.557000,128,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
matthewdahbar/assignment-0,Assignment 0,Matthew Dahbar,2021-09-27 03:00:22.150000,127,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
vahidehdashti/let-s-go-first-step-guideline,Let's go-first step-guideline,Vahideh Dashti,2021-06-07 18:51:46.537000,127,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
lezhili/vis-ds,vis-ds,Firenze11,2019-11-08 19:12:03.233000,127,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
suvroo/automl-and-autoeda-using-h20-tpot-and-more,"AutoML and AutoEDA using H20,TPOT and more 🤖🚀",Suvradeep,2024-07-18 20:08:24.480000,126,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
raghavgarg12/titanic-baseline,Titanic Baseline,Raghav Garg 12,2023-06-15 12:18:42.567000,126,titanic,Dados Tabulares,0,0,0,0,0,0,0,0,0
gpreda/santander-eda-and-prediction,Santander EDA and Prediction,Gabriel Preda,2019-04-03 16:47:19.020000,2957,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
jiweiliu/lgb-2-leaves-augment,LGB 2 leaves + augment,Jiwei Liu,2019-03-15 17:46:58.693000,1145,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
yag320/list-of-fake-samples-and-public-private-lb-split,List of Fake Samples and Public/Private LB split,YaG320,2019-03-23 00:27:32.583000,889,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
cdeotte/200-magical-models-santander-0-920,200 Magical Models - Santander - [0.920],Chris Deotte,2019-04-11 21:20:42.710000,745,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
mjbahmani/santander-ml-explainability,Santander ML Explainability,MJ Bahmani,2019-03-10 16:50:47.970000,715,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
cdeotte/modified-naive-bayes-santander-0-899,Modified Naive Bayes - Santander - [0.899],Chris Deotte,2019-04-12 23:54:44.433000,646,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
jesucristo/santander-magic-lgb-0-901,Santander Magic LGB 0.901,Nanashi,2019-03-23 09:03:55,628,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
roydatascience/eda-pca-simple-lgbm-on-kfold-technique,"EDA, PCA + Simple LGBM on KFold Technique",Ashish Gupta,2019-03-20 18:23:40.230000,518,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
vinhnguyen/gpu-acceleration-for-lightgbm,GPU acceleration for LightGBM,Vinh Nguyen,2019-03-08 00:18:49.507000,425,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
fl2ooo/nn-wo-pseudo-1-fold-seed,"NN wo pseudo, 1 fold seed",fl2o,2019-04-11 17:01:02.530000,389,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
felipemello/why-your-model-is-overfitting-not-making-progress,Why your model is overfitting/not making progress,Felipe Mello,2019-04-06 03:02:55.780000,376,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
brandenkmurray/nothing-works,Nothing Works,Branden Murray,2019-03-07 22:13:06.823000,368,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
allunia/santander-customer-transaction-eda,Santander Customer Transaction - EDA,Laura Fink,2019-04-03 12:27:00.820000,362,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
jiweiliu/fast-pdf-calculation-with-correlation-matrix,Fast PDF calculation with correlation matrix,Jiwei Liu,2019-03-29 05:34:05.870000,351,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
blackblitz/gaussian-naive-bayes,Gaussian Naive Bayes,William Zhu (Wai Yan),2019-03-02 04:40:00.630000,350,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
nawidsayed/lightgbm-and-cnn-3rd-place-solution,LightGBM and CNN 3rd place solution,Nawid Sayed,2019-04-11 11:13:02.527000,348,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
artgor/santander-eda-fe-fs-and-models,"Santander EDA, FE, FS and models",Andrew Lukyanenko,2019-03-31 17:40:28.933000,344,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
mathormad/knowledge-distillation-with-nn-rankgauss,Knowledge Distillation with NN + RankGauss,Duc Nguyen,2019-03-11 03:11:08.997000,337,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
chocozzz/santander-lightgbm-baseline-lb-0-899,Santander LightGBM Baseline LB 0.899,choco,2019-02-15 00:10:39.537000,335,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
hjd810/keras-lgbm-aug-feature-eng-sampling-prediction,Keras+LGBM  Aug+Feature Eng+Sampling Prediction,Hussein Jundi,2019-04-08 09:10:11.587000,332,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
fayzur/lgb-bayesian-parameters-finding-rank-average,LGB + Bayesian parameters finding + Rank average,Fayzur,2019-02-24 23:53:14.020000,300,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
felipemello/boosting-creativity-towards-feature-engineering,Boosting creativity towards feature engineering,Felipe Mello,2019-03-22 00:57:28.290000,276,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
somang1418/tuning-hyperparameters-under-10-minutes-lgbm,Tuning Hyperparameters Under 10 Minutes (LGBM),Somang (So) Han,2019-03-02 05:54:36.043000,252,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
darbin/hierarchical-clustering-approach,Hierarchical clustering approach,Ilya Khristoforov,2020-01-21 09:50:19.807000,249,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
jesucristo/30-lines-starter-solution-fast,30 lines  Starter Solution #FAST,Nanashi,2019-03-16 01:07:33.917000,244,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
titericz/giba-single-model-public-0-9245-private-0-9234,Giba Single Model Public 0.9245/ Private 0.9234,Giba,2019-04-11 03:23:55.700000,239,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
josh24990/santander-customer-transaction-prediction,Santander Customer Transaction Prediction,Joshua Reed,2019-03-29 22:12:33.953000,234,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
gpreda/santander-fast-compact-solution,Santander Fast  Compact Solution,Gabriel Preda,2019-03-20 22:47:54.213000,234,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
tanreinama/lightgbm-minimize-leaves-with-feature-enginering,LightGBM Minimize Leaves with Feature Enginering,Tanrei(nama),2019-03-01 11:25:04.270000,230,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
jesucristo/top-1-in-40-lines,top 1% in 40 lines,Nanashi,2019-04-15 19:25:59.013000,227,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
roydatascience/eda-pca-lgbm-santander-transactions,"EDA, PCA + LGBM : Santander Transactions",Ashish Gupta,2019-04-10 19:01:53.940000,217,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
gpreda/santander-improved-starter-solution,Santander Improved Starter Solution,Gabriel Preda,2019-03-08 12:28:08.610000,213,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
omgrodas/lightgbm-with-data-augmentation,Lightgbm with data augmentation,Ole Morten Grodås,2019-04-01 04:53:52.610000,206,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
indranilbhattacharya/santander-xgb-lgb-starter,Santander XGB+LGB starteR,Indranil Bhattacharya,2019-03-28 03:55:10.903000,204,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
brandenkmurray/randomly-shuffled-data-also-works,Randomly Shuffled Data Also Works,Branden Murray,2019-03-12 02:36:05.297000,198,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
super13579/pytorch-nn-cyclelr-k-fold-0-897-lightgbm-0-899,Pytorch NN CycleLR+K fold(0.897) & LightGBM(0.899),FunkyBoy,2019-03-06 01:44:39.163000,197,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
jesucristo/90-lines-solution-0-901-fast,90 lines solution 0.901 #Fast,Nanashi,2019-03-21 00:03:14.897000,192,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
graf10a/logistic-regression-with-new-features-feather,Logistic regression with new features + feather,Alexey Pronin,2019-03-30 22:33:48.253000,186,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
blackblitz/gaussian-mixture-naive-bayes,Gaussian Mixture Naive Bayes,William Zhu (Wai Yan),2019-03-31 07:32:32.817000,186,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
fayzur/lightgbm-customer-transaction-prediction,LightGBM - Customer Transaction Prediction,Fayzur,2019-02-24 23:30:53.163000,160,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
dott1718/922-in-3-minutes,922 in 3 minutes,dott,2019-04-11 09:04:04.287000,156,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
niteshx2/beginner-explained-lgb-2-leaves-augment,[Beginner Explained]LGB 2 leaves + augment,Nitesh Chaudhry,2019-04-09 06:02:23.690000,153,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
youhanlee/yh-eda-i-want-to-see-all,YH EDA - I want to see all!!,Youhan Lee,2019-02-15 02:31:39.250000,146,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
sandeepkumar121995/magic-parameters,Magic Parameters !!,Sandeep Kumar,2019-03-20 06:00:05.037000,140,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
yuzusan/santander-draft-v3-eda-lgb-nn,Santander Draft v3 - EDA + LGB + NN,mademoiselle sans nom,2019-03-11 15:49:00.250000,139,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
amrmahmoud123/1-guide-to-ensembling-methods,1-Guide to Ensembling methods ,Amr Mahmoud,2019-04-25 11:02:58.847000,134,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
fatihozturk/competition-points-calculation,Competition Points Calculation ,Fatih Öztürk,2019-04-17 11:28:24.847000,129,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
tezdhar/getting-started-santander,Getting started Santander,Mohsin hasan,2019-03-11 03:04:29.233000,127,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
felipemello/step-by-step-guide-to-the-magic-lb-0-922,Step-by-step guide to the magic - [LB 0.922],Felipe Mello,2019-04-16 13:04:50.457000,126,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
darbin/principal-component-analysis-approach,Principal component analysis approach,Ilya Khristoforov,2020-01-21 09:47:00.827000,123,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
yassinealouini/mystery-behind-var-68,Mystery behind var_68?,Yassine Alouini,2019-03-17 21:59:09.153000,123,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
qitian51212/simple-magic-var-0-922,simple magic VAR 0.922,Tian Qi (Luke),2019-04-12 17:15:37.117000,121,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
wakamezake/starter-code-catboost-baseline,Starter Code: CatBoost Baseline,wakame,2019-02-15 23:59:18.090000,121,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
fl2ooo/create-data,create_data,fl2o,2019-03-27 19:40:02.363000,120,santander-customer-transaction-prediction,Dados Tabulares,0,0,0,0,0,0,0,0,0
